,Product,Top_10_Similar_Products
31,Жүүс WBD Любимый 1л алимны амт бөглөөтэй тетра савлагаатай RUS,"['Жүүс WBD Любимый 1л олон жимст бөглөөтэй тетра савлагаатай RUS', 'Самар Kangaroo 80гр зөгийн балтай ууттай', 'Шагшуур Pepero 47гр шоколадтай хайрцагтайKOR', 'Жүүс WBD Любимый 1л усан үзэм бөглөөтэй тетра савлагаатай RUS', 'Шоколад Maxfun 150гр тэсэрдэг чихэр жигнэмэгтэй шоколад хавтгай ягаан RUS', 'Шагшуур Pepero 32гр цагаан шоколадтай хайрцагтай KOR', 'Чихэр Haribo P&W 150гр жимсний амттай хөөсөн чихэр TUR', 'Чихэр Mars M&M 145 гр шоколадан үрлэн RUS', 'Самар Kangaroo 185гр зөгийн балтай лаазтай', 'Чихэр Riesen 400гр хар шоколад иристэй DEU']"
32,Жүүс WBD Любимый 1л интоор бөглөөтэй тетра савлагаатай RUS,"['Эдийн саван New Top 175 гр Цэвэрлэгээний JPN', 'Бэлдмэл Vitos 100мл гоо сайхны MGL', 'Чихэр зөөлөн Fini WildStrawberries 90-100гр гүзээлзгэнэ жимсний амттай  ESP', 'Чихэр danaland cotton candy-random flavor 8гр жимсний амттай хөөсөн KOR', 'Ариун цэврийн цаас Урин 10 ширхэгтэй MNG', 'Шүдний оо SPLAT 100мл Калийн ионы өндөр үр дүн Цайруулагч RUS', 'Жүүс Мультифрут 1л олон жимстэй пет MNG', 'Чипс Orion 48гр кимчиний амттай урт ширхэгтэй ууттай VNM', 'Ундаа Tymbark 300мл черри жимсттэй кола хийжүүлсэн лаазтай POL', 'Чихэр Skittles wildberry 38гр исгэлэн жимсний амттай CHE']"
33,Жүүс Мон жүүс 1.25л үзэмний сахаргүй пет савлагаатай MNG,"['Нойтон салфетка GOOD TODAY 120ш Хөвөн даавуу зөөлөн материалтай KOR', 'Цэлцэгнүүр COCON YOGICE 63мл*8ш-тэй хөлдөөж иддэг цэлцэгнүүр MYS', 'Жүүс Kagome 200мл Алим ногоо жимсний холимог шүүс тетра савлагаатай JPN', 'Йогурт Сайн 900мл Пробиотик 2,5% тослогтой Олон төрлийн жимстэй MNG', 'Жүүс Kagome 720мл Улаан лоолийн пет савлагаатай JPN', 'Сырок Поспел Лагуна 40гр Аарц Нэрс жимсний чанамалтай RUS', 'Кекс Барни 30гртай ширхэгтэй шоколадны хавчуургатай ууттай цэнхэр RUS', 'Гоймон Pasta ricco 250гр хэлбэртэй уураг агуулсан, нүүрс усаар баялаг TUR', 'Хатаасан цангис Kowar 90гр байгалийн хатаалттай MNG', 'Хэрчсэн гурил 500гр жигнэсэн Хүнс сервис MNG']"
34,Зай Monel AA хэмжээтэй Alkaline (шүлттэй) 1.5V 4-р савлагдсан LR6-BP4,"['Жигнэмэг Чоко пай Orion 180гр 30гр*6ш какаотой бор RUS', 'Аяга таваг угаагч Цэвэр аяга 500мл хужиртай MNG', 'Эрдэнэшиш Hosen 425гр нөөшилсөн', 'Талх 350гр хар чихэргүй зүссэн сахарын хэмжээг буруулах Мон бэйкери MNG', 'Хуурай сальфетка Ариун 100ш Энгийн 2,5*2,5см MNG', 'Йогурт Ehrmann Alpenland 95гр 7.5% тослогтой Бөөрөлзгөнө Гүзээлзгэнэ RUS', 'Жигнэмэг Parle Hide Seek Bourbon 100гр ванилийн хавчуургатай IND', 'Ном ""Цаг тооны бичиг 2024Тэрбиш"" Далд ертөнц', 'Гал тогооны алчуур 50*40см  Илгэн материалтай', 'Далайн байцаа SSS 5гр Оливын тостой KOR']"
35,Ундаа Coca cola Sprite Оргилуун 1.25л Нимбэг жимсний амт пет савлагаа MNG,"['Жүүс WBD Любимый 2л интоор жимсний бөглөөтэй тетра савлагаатай RUS', 'Жүүс WBD Любимый 2л алимны амт бөглөөтэй тетра савлагаатай RUS', ""Чипс Orion O'star 90гр кимчиний амттай ууттай VNM"", 'Жүүс Био 1,25л чацарганы өтгөрүүлсэн шүүс найруулж ууна MGL', 'Хиам Бяслагт 450гр давхар утлагат Траст MNG', 'Чихэр BonBons Royal Cognac 500гр коньяктай шоколадтай BLR', 'Жигнэмэг Lotte 336гр хавчуургатай чокопай энгийн крем шоколадтай  RUS', 'Цай Fuze tea Honey Pear 1.25л хар цай лийр Зөгийн бал амттай MNG', 'Чихэр Красная шапочка 500гр вафли сүүтэй зөөлөн RUS', 'Хиам Онцгой 400гр чанамал Мах импекс MNG']"
36,Зайрмаг сирок 40гр олон төрлийн жимсний амттай  кальциар баялаг RUS,"['Сирок  40гр олон төрлийн жистэй  сүүн амттай  RUS', 'Сырок Поспел Лагуна 40гр Аарц Жимсний чанамалтай RUS', 'Шоколад Snikcers лесные орехи 81гр ойн самартай карамель батончик RUS', 'Өндөг Баян бор 15ш иодтой уургаар баялаг MNG', 'Сырок Поспел Лагуна 40гр Аарц Какаоны чанамалтай RUS', 'Сырок Поспел Лагуна 40гр Аарц Нэрс жимсний чанамалтай RUS', 'Сырок Поспел Лагуна 40гр Аарц Кокос жимсний чанамалтай RUS', 'Сырок Поспел Лагуна 40гр Аарцтай Гүзээлзгэнэ жимсний чанамалтай RUS', 'Зайрмаг Melona  75гр гүзээлзгэнэтэй цөцгийтэй  KOR', 'Сырок Поспел Лагуна 40гр Аарц Гүзээлзгэнэ жимсний чанамалтай RUS']"
37,Бохь Ulker Oneo fresh 31гр сэнгэнэсэн амттай хавтгай TUR,"['Жигнэмэг Чоко пай Dream cake cream 384гр кремний хавчуургатай KOR', 'Ус АРА 500мл лаймны амттай оргилуун пет савалгаатай MNG', 'Цай Peace Tea 1,25л ойн жимсний амттай пет савалгаатай', 'Ундаа Coca cola Fanta Оргилуун 2л Усан үзэм жимсний амт пет савлагаа MNG', 'Бэлэн хоол Bone soup 126гр ясны шөл кимчитэй чанадаг', 'Зайрмаг Поспел Городецкая коровка 80гр Вафельтай Цөцгийтэй RUS', 'Архи Экспорт 750мл шилэгдмэл сортын улаан буудайн спиртэй alc 34% MGL', 'Бохь Dirol X-fresh 18гр тарвас жимсний амттай улбар шар RUS', 'Зайрмаг Мөрөөдлийн Пингвин 60гр Сүүтэй Цэвэр малын гаралтай MNG', 'Ус За 18.9л баллонтой MNG']"
38,Ус Хужирт 500мл Байгалийн эрдэстэй MNG,"['Энергийн ундаа Red Bull Gold 250мл лаазтай THA', 'Нойтон салфетка Ариун 30ш MNG', 'Пиво Staropromen Premium 500мл alc 5% лаазтай CZ', 'Балын харандаа Maped 851730 пастел  баллууртай 3ш өнгийн FRA', 'Цай шингэн Tymbark Green Ice tea 250мл Манго жимсний амттай шилтэй POL', 'Сырок Поспел Лагуна 40гр Аарц Кокос жимсний чанамалтай RUS', 'Саван Dove 135 гр гар нүүрийн хатуу GBR', 'Кофе  Jacobs  20гр  ууталж савласан  сүүтэй  түргэн уусдаг сахартай  KZ', 'Хатаасан жимс самар Kowar big mix 200гр олон төрлийн MNG', 'Набор Storck Merci  250гр Шоколадны цуглуулга DEU']"
39,Ундаа Тэрэлж Сэлэнгэ 1.5л Нохойн хошуу Ганга Чихэр өвс агуулсан пет MNG,"['Тамхи Marlboro Gold king size Никотины хэмжээ 0.6 мг/ш KAZ', 'Пиво Heineken Lager 330мл шилтэй alc 5% NLD', 'Өрмөнцөр Красный октябрь Алёнка 40гр шоколадтай RUS', 'Бичгийн цаас Quality Цагаан өнгийн А4 хэмжээтэй 500 ширхэг 70 гр THA', 'Банш Талын Монгол хонины мах кальцитай 800гр MNG', 'Бялуу Sacher Шоколадтай бялуу 18 cm /7 inch/ 900гр', 'Квас Русский купеческий 1.5л пет савлагаатай KAZ', 'Өрмөнцөр MANNER 75гр Original Neapolitaner  самартай DEU', 'Шүдний оо Colgate 100мл Фторын найрлага Сэнгэнэсэн амьсгал Зөөлөн гаа RUS', 'Энергийн ундаа Genesis vender 450мл B-н төрлийн витаминт хар лааз RUS']"
40,Хар чавга ясгүй 500гр В аминдэм кали магнийн өндөр агууламжтай UZB,"['Талх кориандртай бородино 400гр талх чихэр', 'Дүпү Монгол 400гр 024619 Адислалт Шугам MNG', 'Ургамлын тос Олейна 2000мл A D F E витамин 100% Наранцэцгийн тос RUS', 'Хэрчсэн гурил бүхэл үрийн 500гр Хүнс сервис', 'Аарцны ундаа Зөв 1000мл Кальциар баялаг Дархлаа дэмжинэ MNG', 'Шүдний оо SPLAT 100мл Калийн ионы өндөр үр дүн Цайруулагч RUS', 'Талх хөх тарианы сармистай багет 250гр 021639', 'Давс Royal Хималайн 250гр Ягаан нунтаг байгалийн 84 төрлийн эрдэстэй PAK', 'Ариун цэврийн цаас Ариун 10 ширхэгтэй MNG', 'Гоймон Lotte Mart Only Price 460гр Улаан Буудайн Нарийн ширхэгтэй KOR']"
41,Биширмээрээ угаалгын өрөөний бөглөөс гаргагч MNG,"['Гал тогооны алчуур UNU-L 3ш Шингээлт сайн Нян үржихгүй Харшил өгөхгүй', 'Рашаан Ессентуки №4 1л Байгалийн эрдэст пет савлагаатай RUS', 'Сүү Гоё 190мл Гүзээлзгэнэ жимсний амттай MNG', 'Нойтон салфетка 25ш Бактерийн эсрэг 99.9% даавуун HKG', 'Рашаан Жанчивлан 500мл Байгалийн эрдэст пет савлагаатай MNG', 'Энергийн ундаа Bacchus Carbinate 250мл Хүн орхоодой Зөгийн желлитэй KOR', 'Ургамлын тос Олейна 1000мл A D F E витамин 100% Наранцэцгийн тос RUS', 'Гал тогооны алчуур Яргуй 50ш таславчтай Угааж мушгидаг', 'Аарцны ундаа Зөв 330мл Кальциар баялаг Дархлаа дэмжинэ MNG', 'Шоколад Alpen gold 100гр орео хавчуургатай RUS']"
42,Сүү MILK 1000мл 3.2% тослогтой Ариутгасан Кальци Уургаар баялаг MNG,"['Жигнэмэг Lotte 336гр хавчуургатай чокопай энгийн крем шоколадтай  RUS', 'Шагшуур Pepero 47гр шоколадтай хайрцагтайKOR', 'Салат Хүрэн манжингийн Vidan 520гр даршилсан MNG', 'Сүүн хүчлийн бактерийн ундаа Moony  100гр  5ш  амин дэмээр баялаг', 'Ариун цэврийн цаас Өд 10ш 150гр*10 цэвэр модны эко MNG', 'Жигнэмэг Oreo 228гр ванильны амттай хайрцагтай цэнхэр RUS', 'Жүүс Шар доктор 480мл Чацарганы өтгөрүүлсэн шүүс пет савлагаатай MNG', 'Ариун цэврийн цаас Урин 10 ширхэгтэй MNG', 'Нөөшилсөн Лечо Bagro 550гр Мөөг сонгино улаан чинжүүтэй лечо MNG ', 'Шоколад өндгөн Kinder surprise Ice age 20гр тоглоомтой Итали 029938']"
